mensaje,numero,my_sto,sto,cfo,snr,crc_error,previous_overflow_sum,k_hat,k_hat2,espacios,cfo_int2,sto_estimate2
"30M_2MS_125_7:0",0,,54.0416,-0.187877,9.79595,0,0,54,319,19,584,-265
"30M_2MS_125_7:01",1,,11.0646,-0.178576,13.3203,0,0,11,1578,98,585,993
"30M_2MS_125_7:02",2,,68.8975,-0.174489,10.3349,0,0,69,216,13,584,-368
"30M_2MS_125_7:03",3,,8.34414,-0.187928,9.54753,0,0,8,1001,62,583,418
"30M_2MS_125_7:04",4,,17.7963,-0.179168,8.657,0,0,18,81,5,568,-487
"30M_2MS_125_7:05",5,,84.9582,-0.175684,13.2369,0,0,85,1068,66,585,483
"30M_2MS_125_7:06",6,,97.5635,-0.18461,13.3303,0,0,98,1079,67,568,511
"30M_2MS_125_7:07",7,,114.465,-0.180898,10.2378,0,0,114,904,56,582,322
"30M_2MS_125_7:08",8,,88.7883,-0.166555,9.65893,0,0,89,1110,69,568,542
"30M_2MS_125_7:09",9,,12.2823,-0.174963,8.60054,0,0,12,1114,69,585,529
"30M_2MS_125_7:010",10,,22.5963,-0.178954,13.0203,0,0,23,1272,79,584,688
"30M_2MS_125_7:011",11,,115.09,-0.177179,9.23106,0,0,115,1205,75,584,621
"30M_2MS_125_7:012",12,,115.473,-0.181083,13.1649,0,0,115,1368,85,566,802
"30M_2MS_125_7:013",13,,115.972,-0.168229,11.8946,0,0,116,925,57,568,357
"30M_2MS_125_7:014",14,,24.7142,-0.179494,12.929,0,0,25,144,9,568,-424
"30M_2MS_125_7:015",15,,88.8112,-0.175792,10.4592,0,0,89,282,17,568,-286
"30M_2MS_125_7:016",16,,123.727,-0.17184,8.95681,0,0,124,803,50,568,235
"30M_2MS_125_7:017",17,,42.651,-0.188652,9.24564,0,0,43,1560,97,586,974
"30M_2MS_125_7:018",18,,29.922,-0.179002,11.751,0,0,30,1012,63,568,444
"30M_2MS_125_7:019",19,,11.7686,-0.184369,10.323,0,0,12,374,23,568,-194
"30M_2MS_125_7:020",20,,20.3984,-0.182391,12.9653,0,0,20,1006,62,566,440
"30M_2MS_125_7:021",21,,105.013,-0.174707,10.3421,0,0,105,1129,70,585,544
"30M_2MS_125_7:022",22,,3.42121,-0.186511,9.32405,0,0,3,1243,77,566,677
"30M_2MS_125_7:023",23,,99.0778,-0.179525,10.3399,0,0,99,655,40,567,88
"30M_2MS_125_7:024",24,,26.7351,-0.177521,10.4307,0,0,27,1010,63,568,442
"30M_2MS_125_7:025",25,,71.626,-0.186211,14.2709,0,0,72,724,45,568,156
"30M_2MS_125_7:026",26,,78.4527,-0.182835,9.25984,0,0,78,819,51,589,230
"30M_2MS_125_7:027",27,,104.419,-0.184087,9.17976,0,0,104,1096,68,566,530
"30M_2MS_125_7:028",28,,15.5476,-1.19231,12.7521,0,0,15,1012,63,566,446
"30M_2MS_125_7:029",29,,126.871,-0.187793,9.51986,0,0,127,900,56,584,316
"30M_2MS_125_7:030",30,,24.0684,-0.183466,9.1352,0,0,24,1224,76,585,639
"30M_2MS_125_7:031",31,,7.93821,-0.183831,11.5748,0,0,8,1232,77,584,648
"30M_2MS_125_7:032",32,,36.025,-0.186325,11.844,0,0,36,101,6,584,-483
"30M_2MS_125_7:033",33,,105.197,-0.186137,12.2903,0,0,105,753,47,567,186
"30M_2MS_125_7:034",34,,34.0384,-0.179925,12.872,0,0,34,663,41,568,95
"30M_2MS_125_7:035",35,,23.5814,-0.1901,9.04486,0,0,24,1002,62,587,415
"30M_2MS_125_7:036",36,,94.9058,-0.181495,9.30887,0,0,95,601,37,586,15
"30M_2MS_125_7:037",37,,120.629,-1.18873,7.50976,0,0,120,1384,86,566,818
"30M_2MS_125_7:038",38,,107.725,-0.179971,10.0676,0,0,108,1087,67,569,518
"30M_2MS_125_7:039",39,,6.18256,-0.182653,10.9335,0,0,6,694,43,567,127
"30M_2MS_125_7:040",40,,126.289,-0.186449,13.1706,0,0,126,1538,96,583,955
"30M_2MS_125_7:041",41,,117.857,-0.17433,12.7122,0,0,118,1035,64,585,450
"30M_2MS_125_7:042",42,,103.065,-0.180405,12.1094,0,0,103,1878,117,585,1293
"30M_2MS_125_7:043",43,,107.876,-0.179628,12.247,0,0,108,1087,67,585,502
"30M_2MS_125_7:044",44,,58.565,-0.190546,11.0503,0,0,59,828,51,569,259
"30M_2MS_125_7:045",45,,42.858,-0.176048,11.969,0,0,43,1024,64,585,439
"30M_2MS_125_7:046",46,,24.4458,-0.18709,11.6928,0,0,24,1959,122,566,1393
"30M_2MS_125_7:047",47,,78.4074,-0.184872,10.8119,0,0,78,401,25,582,-181
"30M_2MS_125_7:048",48,,19.3663,-0.185192,10.0198,0,0,19,1433,89,566,867
"30M_2MS_125_7:049",49,,77.1041,-0.178993,11.8,0,0,77,1107,69,586,521
"30M_2MS_125_7:050",50,,125.2,-0.180104,11.4161,0,0,125,1118,69,585,533
"30M_2MS_125_7:051",51,,118.997,-0.178779,12.8731,0,0,119,237,14,584,-347
"30M_2MS_125_7:052",52,,4.69475,-0.176963,10.0113,0,0,5,993,62,568,425
"30M_2MS_125_7:053",53,,107.876,-0.178945,10.7879,0,0,108,1092,68,568,524
"30M_2MS_125_7:054",54,,116.942,-0.171495,12.487,0,0,117,701,43,584,117
"30M_2MS_125_7:055",55,,91.8039,-0.170156,9.64842,0,0,92,582,36,585,-3
"30M_2MS_125_7:056",56,,86.9594,-0.172759,10.305,0,0,87,1065,66,584,481
"30M_2MS_125_7:057",57,,122.046,-0.170378,11.6742,0,0,122,1300,81,584,716
"30M_2MS_125_7:058",58,,3.63416,-1.16921,11.9298,0,0,3,454,28,566,-112
"30M_2MS_125_7:059",59,,112.396,-0.173645,12.744,0,0,112,1098,68,566,532
"30M_2MS_125_7:060",60,,124.549,-1.17833,7.15877,0,0,124,1680,105,566,1114
"30M_2MS_125_7:061",61,,3.63798,-1.16836,9.60594,0,0,3,1179,73,566,613
"30M_2MS_125_7:062",62,,106.41,-0.172459,10.1889,0,0,106,1396,87,566,830
"30M_2MS_125_7:063",63,,76.9648,-0.16849,10.2089,0,0,77,598,37,585,13
"30M_2MS_125_7:064",64,,1.27982,-0.170633,9.41628,0,0,1,1649,103,583,1066
"30M_2MS_125_7:065",65,,52.5826,-0.176099,9.97884,0,0,53,934,58,568,366
"30M_2MS_125_7:066",66,,124.585,-1.17701,6.09846,0,0,124,1110,69,565,545
"30M_2MS_125_7:067",67,,13.7739,-0.169485,9.58389,0,0,14,1133,70,568,565
"30M_2MS_125_7:068",68,,85.6636,-0.177351,9.54046,0,0,86,440,27,568,-128
"30M_2MS_125_7:069",69,,125.257,-0.175834,9.2975,0,0,125,1115,69,583,532
"30M_2MS_125_7:070",70,,55.3285,-0.181614,13.2768,0,0,55,335,20,566,-231
"30M_2MS_125_7:071",71,,60.9949,-0.17263,10.6367,0,0,61,627,39,585,42
"30M_2MS_125_7:072",72,,60.9979,-0.172688,9.99801,0,0,61,663,41,584,79
"30M_2MS_125_7:073",73,,125.333,-0.178406,9.47025,0,0,125,1116,69,582,534
"30M_2MS_125_7:074",74,,28.6508,-0.180443,9.06925,0,0,29,1330,83,568,762
"30M_2MS_125_7:075",75,,5.14302,-0.176822,11.4124,0,0,5,999,62,567,432
"30M_2MS_125_7:076",76,,14.7685,-0.180678,12.4766,0,0,15,1360,85,584,776
"30M_2MS_125_7:077",77,,47.3731,-0.180641,7.21706,0,0,47,1044,65,584,460
"30M_2MS_125_7:078",78,,91.3755,-0.181928,8.7326,0,0,91,1143,71,566,577
"30M_2MS_125_7:079",79,,65.698,-0.162123,13.4507,0,0,66,1061,66,585,476
"30M_2MS_125_7:080",80,,43.7418,-0.172461,8.92343,0,0,44,1046,65,568,478
"30M_2MS_125_7:081",81,,105.265,-0.178418,11.9353,0,0,105,1138,71,567,571
"30M_2MS_125_7:082",82,,88.5687,-0.17424,10.6058,0,0,89,284,17,568,-284
"30M_2MS_125_7:083",83,,5.49314,-0.175046,9.22149,0,0,5,1001,62,581,420
"30M_2MS_125_7:084",84,,93.2001,-0.175694,12.937,0,0,93,72,4,568,-496
"30M_2MS_125_7:085",85,,89.1469,-0.172228,13.6061,0,0,89,286,17,584,-298
"30M_2MS_125_7:086",86,,9.66248,-0.178333,11.9529,0,0,10,996,62,568,428
"30M_2MS_125_7:087",87,,0.830766,-0.177262,14.0859,0,0,1,918,57,568,350
"30M_2MS_125_7:088",88,,3.23559,-0.175832,12.5141,0,0,3,1896,118,567,1329
"30M_2MS_125_7:089",89,,2.05814,-0.174901,13.7557,0,0,2,919,57,568,351
"30M_2MS_125_7:090",90,,6.59004,-1.1795,13.3131,0,0,6,984,61,566,418
"30M_2MS_125_7:091",91,,34.6996,-0.169259,14.0307,0,0,35,1017,63,584,433
"30M_2MS_125_7:092",92,,110.239,-0.181448,9.967,0,0,110,1103,68,583,520
"30M_2MS_125_7:093",93,,58.1873,-0.18515,11.951,0,0,58,38,2,567,-529
"30M_2MS_125_7:094",94,,97.6836,-0.186363,9.85987,0,0,98,1084,67,568,516
"30M_2MS_125_7:095",95,,2.51811,-1.17852,12.1703,0,0,2,1493,93,565,928
"30M_2MS_125_7:096",96,,57.8338,-0.180827,10.3654,0,0,58,1159,72,568,591
"30M_2MS_125_7:097",97,,1.16253,-0.176704,9.77747,0,0,1,208,13,583,-375
"30M_2MS_125_7:098",98,,80.2568,-0.180085,14.1151,0,0,80,872,54,583,289
"30M_2MS_125_7:099",99,,97.8645,-0.165882,10.585,0,0,98,1080,67,569,511
"30M_2MS_125_7:0100",100,,49.5798,-0.186297,9.80043,0,0,50,1988,124,568,1420
"30M_2MS_125_7:0101",101,,36.1416,-0.174974,11.2599,0,0,36,1021,63,585,436
"30M_2MS_125_7:0102",102,,102.209,-0.187244,13.45,0,0,102,1091,68,584,507
